A00009-SII  |ARMANANTA EKA PUTRA, PT                                     ||2009.00119            |2020-09-30|LE MINERALE                   |TIRTA FRESHINDO JAYA, PT                                    |1350002
P00176-SII  |PHAROS INDONESIA, PT                                        ||2012.00026            |2020-12-28|POLYSILANE SUSPENSI           |PHAROS INDONESIA, PT                                        |703000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2012.00135            |2020-12-31|MICROLAX                      |PHAROS INDONESIA, PT                                        |12265000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2012.00136            |2020-12-31|POLYSILANE TABLET             |PHAROS INDONESIA, PT                                        |110000000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2012.00137            |2020-12-31|MICROLAX                      |PHAROS INDONESIA, PT                                        |2000000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2101.00059            |2021-01-31|MICROLAX                      |PHAROS INDONESIA, PT                                        |37620000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2101.00060            |2021-01-31|POLYSILANE TABLET             |PHAROS INDONESIA, PT                                        |100485000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2101.00061            |2021-01-31|POLYSILANE TABLET             |PHAROS INDONESIA, PT                                        |53328000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2101.00062            |2021-01-31|MICROLAX                      |PHAROS INDONESIA, PT                                        |44440000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2101.00063            |2021-01-31|MICROLAX                      |PHAROS INDONESIA, PT                                        |97735000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00015            |2021-02-24|POLYSILANE TABLET             |PHAROS INDONESIA, PT                                        |9515000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00031            |2021-02-24|MICROLAX                      |PHAROS INDONESIA, PT                                        |72380000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00038            |2021-02-24|PRORIS KAPLET                 |PHAROS INDONESIA, PT                                        |55000000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00039            |2021-02-24|ENAPLEX C                     |PHAROS INDONESIA, PT                                        |55000000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00076            |2021-02-28|PRORIS SUSPENSI               |PHAROS INDONESIA, PT                                        |8888000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00077            |2021-02-28|OMEPROS                       |PHAROS INDONESIA, PT                                        |8888000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00078            |2021-02-28|POLYSILANE SUSPENSI           |PHAROS INDONESIA, PT                                        |8888000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00079            |2021-02-28|MICROLAX                      |PHAROS INDONESIA, PT                                        |550000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00080            |2021-02-28|MICROLAX                      |PHAROS INDONESIA, PT                                        |8338000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00081            |2021-02-28|POLYSILANE SUSPENSI           |PHAROS INDONESIA, PT                                        |110000000
P00176-SII  |PHAROS INDONESIA, PT                                        ||2102.00082            |2021-02-28|MICROLAX                      |PHAROS INDONESIA, PT                                        |110000000
P00192-SII  |PARTAI HANURA                                               ||1903.00211            |2019-03-31|PARTAI HANURA                 |PARTAI HANURA                                               |1064264282
Q00002-BTI  |QUADRANT SINERGI KOMUNIKASI,PT                              ||009.0040399 -06       |2006-12-31|||49500000
R00001-SII  |RABA KOMUNIKATAMA, PT                                       ||009.0040408-06        |2006-09-30|PLASMA                        ||3142856
R00004-BTI  |RINDANG SAKTI DAMAI, PT                                     ||06.004.0209-08        |2008-06-30|VICENZA                       ||30000000
R00004-BTI  |RINDANG SAKTI DAMAI, PT                                     ||07.004.0209-08        |2008-07-31|VICENZA                       ||14999999
R00004-BTI  |RINDANG SAKTI DAMAI, PT                                     ||12.004.0400-08        |2008-12-31|VICENZA                       ||110000000
R00089-SII  |RODA PASIFIK MANDIRI, PT                                    ||2101.00032            |2021-01-27|PACIFIC BIKE                  |RODA PASIFIK MANDIRI, PT                                    |400000
R00089-SII  |RODA PASIFIK MANDIRI, PT                                    ||2101.00035            |2021-01-27|PACIFIC BIKE                  |RODA PASIFIK MANDIRI, PT                                    |400000
R00089-SSI  |RODA PASIFIK MANDIRI, PT                                    ||2102.00029            |2021-02-24|PACIFIC BIKE                  |RODA PASIFIK MANDIRI, PT                                    |100000000
S00001-SII  |SAGA COMM                                                   ||008.0040219-06        |2006-08-31|SOFTEX 30TH ANNIVERSAY        ||490000
S00002-BTI  |SALON AGUNG                                                 ||07.004.0292-08        |2008-07-31|WARDROBE & MAKE UP TINA TALISA||25000000
S00003-BLI  |SARANA MULTILAND MANDIRI                                    ||10.004.0337-08        |2008-10-31|AGUNG PODOMORO                ||675000
S00004-SII  |SATU VISI KOMUNIKATAMA                                      ||005.0040100 -05       |2005-05-31|GROW                          ||17820000
S00004-SII  |SATU VISI KOMUNIKATAMA                                      ||005.0040102 -05       |2005-05-31|GROW                          ||990000
S00004-SII  |SATU VISI KOMUNIKATAMA                                      ||007.0040139 -05       |2005-07-30|BRAND NYA OKI NIRMALA         ||3740000
S00008-SII  |SINAR PERMATA DELI, PT                                      ||2101.00077            |2021-01-31|HANNOCHS                      |CITRA HANNOCHS NIAGANTARA, PT                               |72159
S00008-SII  |SINAR PERMATA DELI, PT                                      ||2101.00078            |2021-01-31|HANNOCHS                      |CITRA HANNOCHS NIAGANTARA, PT                               |197159
S00016-BLI  |SWARA GANGSING, PT                                          ||2012.00003            |2020-12-04|LEMBAGA PENJAMIN SIMPANAN     |LEMBAGA PENJAMIN SIMPANAN                                   |15000000
S00016-SII  |SWARA GANGSING, PT                                          ||06.004.0167-08        |2008-06-30|ENZIM PLUS                    ||1350000
S00016-SII  |SWARA GANGSING, PT                                          ||07.004.0170-08        |2008-07-31|IFA                           ||972000
S00016-SII  |SWARA GANGSING, PT                                          ||07.004.0171-08        |2008-07-31|IFA                           ||324000
S00016-SII  |SWARA GANGSING, PT                                          ||07.004.0172-08        |2008-07-31|ENZIM PLUS                    ||1350000
S00016-SII  |SWARA GANGSING, PT                                          ||0907.00289            |2009-07-31|||29222
S00020-SII  |SURIS WAHANACIPTA, PT                                       ||0904.00927            |2009-04-30|LEGISLATIF                    ||350000
S00020-SII  |SURIS WAHANACIPTA, PT                                       ||0906.00229            |2009-06-30|PSA PARIWISATA DKI JAKARTA    ||571200
S00020-SII  |SURIS WAHANACIPTA, PT                                       ||0907.00113            |2009-07-31|||300000
S00020-SII  |SURIS WAHANACIPTA, PT                                       ||0907.00114            |2009-07-31|||1900000
S00020-SII  |SURIS WAHANACIPTA, PT                                       ||0909.00060            |2009-09-30|PSA PARIWISATA DKI JAKARTA    ||2088000
S00021-SII  |STAR REACHERS                                               ||2010.00206            |2020-10-31|DISNEY+ HOTSTAR               |THE WALT DISNEY COMPANY (SOUTHEAST ASIA) PTE LTD            |33527520
S00021-SII  |STAR REACHERS                                               ||2011.00017            |2020-11-26|DISNEY+ HOTSTAR               |THE WALT DISNEY COMPANY (SOUTHEAST ASIA) PTE LTD            |10800000
S00021-SII  |STAR REACHERS                                               ||2011.00018            |2020-11-26|DISNEY+ HOTSTAR               |THE WALT DISNEY COMPANY (SOUTHEAST ASIA) PTE LTD            |16200000
S00021-SII  |STAR REACHERS                                               ||2011.00128            |2020-11-30|DISNEY+ HOTSTAR               |THE WALT DISNEY COMPANY (SOUTHEAST ASIA) PTE LTD            |108000000
S00021-SII  |STAR REACHERS                                               ||2011.00239            |2020-11-30|DISNEY+ HOTSTAR               |THE WALT DISNEY COMPANY (SOUTHEAST ASIA) PTE LTD            |74021688
S00021-SII  |STAR REACHERS                                               ||2011.00240            |2020-11-30|DISNEY+ HOTSTAR               |THE WALT DISNEY COMPANY (SOUTHEAST ASIA) PTE LTD            |55008720
S00021-SII  |STAR REACHERS                                               ||2011.00241            |2020-11-30|DISNEY+ HOTSTAR               |THE WALT DISNEY COMPANY (SOUTHEAST ASIA) PTE LTD            |215865000
S00021-SII  |STAR REACHERS                                               ||2011.00246            |2020-11-30|DISNEY+ HOTSTAR               |THE WALT DISNEY COMPANY (SOUTHEAST ASIA) PTE LTD            |20697768
S00021-SII  |STAR REACHERS                                               ||2011.00247            |2020-11-30|DISNEY+ HOTSTAR               |THE WALT DISNEY COMPANY (SOUTHEAST ASIA) PTE LTD            |22070880
S00021-SII  |STAR REACHERS                                               ||2011.00249            |2020-11-30|VOLTAREN                      |STERLING PRODUCTS, PT                                       |57583872
S00021-SII  |STAR REACHERS                                               ||2011.00250            |2020-11-30|SENSODYNE                     |GSK CONSUMER HEALTHCARE INDONESIA. PT                       |121348886
S00021-SII  |STAR REACHERS                                               ||2011.00251            |2020-11-30|POLIDENT                      |STERLING PRODUCTS, PT                                       |50787000
S00021-SII  |STAR REACHERS                                               ||2011.00252            |2020-11-30|PANADOL EXTRA                 |STERLING PRODUCTS, PT                                       |36288000
